picture,picture_link,currency,price,rooms,surface,floor,type,method,city,country,latitude,longitude
https://img3.imonet.ro/X8R6/8R600H08PLN/apartament-de-vanzare-3-camere-bucuresti-theodor-pallady-72738920_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-3-camere-X8R600005?lista=2349706,EUR + VAT,65700,3,73,1,apartament,buy,Bucuresti,Romania,44.37752358,26.11833307
https://img3.imonet.ro/X819/81900H3FGE8/apartament-de-vanzare-2-camere-bucuresti-titan-75491330_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-X8190001J?lista=2349706,EUR,65000,2,67,1,apartament,buy,Bucuresti,Romania,44.37993936,26.11347559
https://img3.imonet.ro/X80U/80U00H0UBD1/apartament-de-vanzare-2-camere-bucuresti-berceni-73123734_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X80U00024?lista=2349706,EUR,65000,2,45,1,apartament,buy,Bucuresti,Romania,44.36342336,26.04667479
https://img3.imonet.ro/X3AJ/3AJ10003BRJ/apartament-de-vanzare-3-camere-bucuresti-parcul-carol-71835334_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/parcul-carol/apartament-de-vanzare-3-camere-X3AJ100H9?lista=2349706,EUR,64900,3,66,1,apartament,buy,Bucuresti,Romania,44.39322238,26.02132787
https://img3.imonet.ro/X8BV/8BV00H49MGJ/apartament-de-vanzare-2-camere-bucuresti-dristor-76021572_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X8BV0001B?lista=2349706,EUR,64000,2,50,1,apartament,buy,Bucuresti,Romania,44.48723591,26.10679443
https://img3.imonet.ro/XV0A/V0A00GUNQH5/apartament-de-vanzare-2-camere-bucuresti-colentina-72096694_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/colentina/apartament-de-vanzare-2-camere-XV0A00H0L?lista=2349706,EUR,63000,2,57,1,apartament,buy,Bucuresti,Romania,44.43544279,26.13759053
https://img3.imonet.ro/X801/80100H2NL47/apartament-de-vanzare-3-camere-bucuresti-1-decembrie-1918-74772778_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-X80100008?lista=2349706,EUR,58500,3,64,1,apartament,buy,Bucuresti,Romania,44.35195462,26.11379014
https://img3.imonet.ro/X8VF/8VF00GQUSCP/apartament-de-vanzare-2-camere-bucuresti-drumul-taberei-70811676_277x208.jpg,http://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-2-camere-X8VF00009?lista=2349706,EUR,54000,2,80.81,1,apartament,buy,Bucuresti,Romania,44.47922826,26.00908794
https://img3.imonet.ro/X801/80100H51HAJ/apartament-de-vanzare-2-camere-bucuresti-theodor-pallady-76414526_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-2-camere-X8010002D?lista=2349706,EUR,53500,2,51,1,apartament,buy,Bucuresti,Romania,44.40282444,26.08949236
https://img3.imonet.ro/X7F6/7F610007V0B/apartament-de-vanzare-3-camere-bucuresti-berceni-76336566_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X7F61000M?lista=2349706,EUR,53000,3,52,1,apartament,buy,Bucuresti,Romania,44.4733938,26.19808238
https://img3.imonet.ro/X76B/76B00H4FQQV/apartament-de-vanzare-3-camere-bucuresti-oltenitei-76157846_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/oltenitei/apartament-de-vanzare-3-camere-X76B0009B?lista=2349706,EUR,51500,3,92,1,apartament,buy,Bucuresti,Romania,44.41332307,26.19272232
https://img3.imonet.ro/X4JJ/4JJ10003PR8/apartament-de-vanzare-2-camere-bucuresti-fundeni-69989920_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/fundeni/apartament-de-vanzare-2-camere-X4JJ1009R?lista=2349706,EUR + VAT,47000,2,40,1,apartament,buy,Bucuresti,Romania,44.48156454,26.06448368
https://img3.imonet.ro/X55I/55I00GSDCQ8/apartament-de-vanzare-2-camere-bucuresti-militari-71427884_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X55I000ND?lista=2349706,EUR,45000,2,60,1,apartament,buy,Bucuresti,Romania,44.43306449,26.03045943
https://img3.imonet.ro/X92O/92O00H1H4VA/apartament-de-vanzare-2-camere-bucuresti-metalurgiei-73473732_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/metalurgiei/apartament-de-vanzare-2-camere-X92O0002H?lista=2349706,EUR,41000,2,44.1,1,apartament,buy,Bucuresti,Romania,44.4574147,26.13502624
https://img3.imonet.ro/X80T/80T00H1RV5R/apartament-de-vanzare-2-camere-bucuresti-aparatorii-patriei-73545186_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-2-camere-X80T00062?lista=2349706,EUR,39900,2,43,1,apartament,buy,Bucuresti,Romania,44.43718632,26.16329099
https://img3.imonet.ro/X78O/78O00GSQHKO/apartament-de-vanzare-2-camere-bucuresti-berceni-71556058_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X78O0006I?lista=2349706,EUR,39600,2,36,1,apartament,buy,Bucuresti,Romania,44.47143187,26.10294098
https://img3.imonet.ro/X76B/76B00GP0LTG/apartament-de-vanzare-2-camere-bucuresti-berceni-69943852_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X76B0001A?lista=2349706,EUR,37900,2,40,1,apartament,buy,Bucuresti,Romania,44.45485,26.1579075
https://img3.imonet.ro/X92O/92O00H1LNFD/garsoniera-de-vanzare-bucuresti-alexandru-obregia-73494552_277x208.jpg,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/alexandru-obregia/garsoniera-de-vanzare-X92O0003L?lista=2349706,EUR,34500,1,31,1,apartament,buy,Bucuresti,Romania,44.46310295,26.15752082
https://img3.imonet.ro/X2F7/2F71000AH78/apartament-de-vanzare-5-camere-bucuresti-aviatorilor-76509642_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatorilor/apartament-de-vanzare-5-camere-X2F71002M?lista=2349706,EUR,450000,5,120,1,apartament,buy,Bucuresti,Romania,44.3802957,26.11989609
https://img3.imonet.ro/X3AI/3AI100022DV/apartament-de-vanzare-4-camere-bucuresti-kiseleff-76268600_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/kiseleff/apartament-de-vanzare-4-camere-X3AI1007V?lista=2349706,EUR,449000,4,132,1,apartament,buy,Bucuresti,Romania,44.46142982,25.99873375
https://img3.imonet.ro/X49J/49J00GV451N/apartament-de-vanzare-4-camere-bucuresti-nord-72239542_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nord/apartament-de-vanzare-4-camere-X49J0001C?lista=2349706,RON + VAT,433170,4,79,1,apartament,buy,Bucuresti,Romania,44.40364337,26.20787363
https://img3.imonet.ro/X7J8/7J81000000A/apartament-de-vanzare-4-camere-bucuresti-nordului-76392838_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nordului/apartament-de-vanzare-4-camere-X7J810003?lista=2349706,EUR,430000,4,215,1,apartament,buy,Bucuresti,Romania,44.43227029,26.22188454
https://img3.imonet.ro/X3H7/3H71000A5S2/apartament-de-vanzare-5-camere-bucuresti-herastrau-76117272_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-5-camere-X3H71002F?lista=2349706,EUR,429000,5,280,1,apartament,buy,Bucuresti,Romania,44.35598296,26.04335259
https://img3.imonet.ro/X2F7/2F71000AH5P/apartament-de-vanzare-4-camere-bucuresti-herastrau-76508140_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X2F71006N?lista=2349706,EUR + VAT,399000,4,195,1,apartament,buy,Bucuresti,Romania,44.44074807,26.00316207
https://img3.imonet.ro/X38B/38B1000A8N2/apartament-de-vanzare-3-camere-bucuresti-floreasca-74727156_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-3-camere-X38B100CV?lista=2349706,EUR,385000,3,128,1,apartament,buy,Bucuresti,Romania,44.49009674,26.11248947
https://img3.imonet.ro/X2F7/2F71000AH60/apartament-de-vanzare-4-camere-bucuresti-herastrau-76508362_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X2F710087?lista=2349706,EUR + VAT,335000,4,174,1,apartament,buy,Bucuresti,Romania,44.49953877,26.07364782
https://img3.imonet.ro/X3H7/3H71000A9A0/apartament-de-vanzare-3-camere-bucuresti-aviatorilor-76388620_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatorilor/apartament-de-vanzare-3-camere-X3H710025?lista=2349706,EUR,199000,3,94,1,apartament,buy,Bucuresti,Romania,44.39605392,26.0852037
https://img3.imonet.ro/X49U/49U00H4D2V3/apartament-de-vanzare-3-camere-bucuresti-baneasa-76109896_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X49U000B4?lista=2349706,EUR,198400,3,132,1,apartament,buy,Bucuresti,Romania,44.40751326,26.13414305
https://img3.imonet.ro/X3AJ/3AJ10003MSV/apartament-de-vanzare-3-camere-bucuresti-romana-71873890_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/romana/apartament-de-vanzare-3-camere-X3AJ100OJ?lista=2349706,EUR,184900,3,85.66,1,apartament,buy,Bucuresti,Romania,44.36517464,26.07196083
https://img3.imonet.ro/X4CO/4CO1000001D/apartament-de-vanzare-3-camere-bucuresti-polona-73600268_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/polona/apartament-de-vanzare-3-camere-X4CO1001E?lista=2349706,EUR,179000,3,69,1,apartament,buy,Bucuresti,Romania,44.36188633,26.14596004
https://img3.imonet.ro/X8C8/8C81000001K/apartament-de-vanzare-3-camere-bucuresti-unirii-68643762_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-3-camere-X8C810009?lista=2349706,EUR + VAT,159000,3,75,1,apartament,buy,Bucuresti,Romania,44.42792985,26.02712041
https://img3.imonet.ro/X4JJ/4JJ10003AD5/apartament-de-vanzare-3-camere-bucuresti-unirii-60747135_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-3-camere-X4JJ1004J?lista=2349706,EUR,135000,3,70,1,apartament,buy,Bucuresti,Romania,44.3501349,26.14982494
https://img3.imonet.ro/X8C0/8C000H48S1V/apartament-de-vanzare-3-camere-bucuresti-dristor-76019072_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-3-camere-X8C00000Q?lista=2349706,EUR,128000,3,81.5,1,apartament,buy,Bucuresti,Romania,44.42728776,26.03833097
https://img3.imonet.ro/X89A/89A1000001B/apartament-de-vanzare-3-camere-bucuresti-p-ta-muncii-69287742_330x248.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/p-ta-muncii/apartament-de-vanzare-3-camere-X89A10010?lista=2349706,EUR + VAT,126000,3,93,1,apartament,buy,Bucuresti,Romania,44.40615813,26.13952699
https://img3.imonet.ro/X80V/80V00H4NKUV/apartament-de-vanzare-3-camere-bucuresti-mihai-bravu-76235090_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-3-camere-X80V00011?lista=2349706,EUR,125000,3,83,1,apartament,buy,Bucuresti,Romania,44.35043491,26.12794797
https://img3.imonet.ro/X3RN/3RN00H3B0P7/apartament-de-vanzare-3-camere-bucuresti-dacia-75372958_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dacia/apartament-de-vanzare-3-camere-X3RN000U7?lista=2349706,EUR,115000,3,112,1,apartament,buy,Bucuresti,Romania,44.43928767,25.99922064
https://img3.imonet.ro/X8BV/8BV00H3ITEI/apartament-de-vanzare-3-camere-bucuresti-mihai-bravu-75539770_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-3-camere-X8BV00061?lista=2349706,EUR,115000,3,84,1,apartament,buy,Bucuresti,Romania,44.35368202,26.14875501
https://img3.imonet.ro/X80V/80V00H51U9H/apartament-de-vanzare-2-camere-bucuresti-nerva-traian-76434204_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nerva-traian/apartament-de-vanzare-2-camere-X80V0003K?lista=2349706,EUR + VAT,110000,2,77,1,apartament,buy,Bucuresti,Romania,44.3880919,26.12687937
https://img3.imonet.ro/X89A/89A1000001D/apartament-de-vanzare-3-camere-bucuresti-p-ta-muncii-74618290_330x248.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/p-ta-muncii/apartament-de-vanzare-3-camere-X89A10012?lista=2349706,EUR + VAT,102000,3,76,1,apartament,buy,Bucuresti,Romania,44.34923324,26.0678856
https://img3.imonet.ro/X78O/78O00H52HNC/apartament-de-vanzare-3-camere-bucuresti-berceni-76451016_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X78O0002R?lista=2349706,EUR,99152,3,70,1,apartament,buy,Bucuresti,Romania,44.37314508,26.04490311
https://img3.imonet.ro/X2G7/2G71000ABSO/apartament-de-vanzare-2-camere-bucuresti-calea-victoriei-75588832_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-victoriei/apartament-de-vanzare-2-camere-X2G71000E?lista=2349706,EUR + VAT,99000,2,45.41,1,apartament,buy,Bucuresti,Romania,44.38548988,26.02107414
https://img3.imonet.ro/X5P7/5P700H47P6G/apartament-de-vanzare-2-camere-bucuresti-vitan-76316756_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan/apartament-de-vanzare-2-camere-X5P700028?lista=2349706,EUR,92400,2,87,1,apartament,buy,Bucuresti,Romania,44.38098706,26.04040615
https://img3.imonet.ro/X80V/80V00H4KKSP/apartament-de-vanzare-2-camere-bucuresti-mihai-bravu-76214782_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-2-camere-X80V0000U?lista=2349706,EUR,87000,2,63,1,apartament,buy,Bucuresti,Romania,44.3623725,26.11250634
https://img3.imonet.ro/X80U/80U00H06P5S/apartament-de-vanzare-2-camere-bucuresti-oltenitei-73459110_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/oltenitei/apartament-de-vanzare-2-camere-X80U00029?lista=2349706,EUR,80500,2,58,1,apartament,buy,Bucuresti,Romania,44.37052767,26.07097414
https://img3.imonet.ro/X81C/81C109CTRGD/apartament-de-vanzare-2-camere-bucuresti-bucurestii-noi-76140108_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/bucurestii-noi/apartament-de-vanzare-2-camere-X81C10033?lista=2349706,EUR,76000,2,56,1,apartament,buy,Bucuresti,Romania,44.39750719,26.04691561
https://img3.imonet.ro/X8BV/8BV00H48FCV/apartament-de-vanzare-2-camere-bucuresti-dristor-76016604_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X8BV00013?lista=2349706,EUR,71500,2,54,1,apartament,buy,Bucuresti,Romania,44.35759666,26.13487243
https://img3.imonet.ro/X92O/92O00H1H2ML/apartament-de-vanzare-2-camere-bucuresti-mihai-bravu-73420794_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-2-camere-X92O0002B?lista=2349706,EUR,71500,2,49,1,apartament,buy,Bucuresti,Romania,44.45553544,26.12910335
https://img3.imonet.ro/X92O/92O00H0PBFJ/apartament-de-vanzare-3-camere-bucuresti-metalurgiei-73027332_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/metalurgiei/apartament-de-vanzare-3-camere-X92O00018?lista=2349706,EUR,69900,3,92,1,apartament,buy,Bucuresti,Romania,44.50546018,26.08350577
https://img3.imonet.ro/X92O/92O00H1LI4J/apartament-de-vanzare-3-camere-bucuresti-giurgiului-73485344_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/giurgiului/apartament-de-vanzare-3-camere-X92O0003I?lista=2349706,EUR + VAT,66650,3,79,1,apartament,buy,Bucuresti,Romania,44.4387448,26.09739889
https://img3.imonet.ro/X7J8/7J81000003B/apartament-de-vanzare-3-camere-bucuresti-grivita-76402284_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/grivita/apartament-de-vanzare-3-camere-X7J810036?lista=2349706,EUR,64900,3,60,1,apartament,buy,Bucuresti,Romania,44.38793952,26.07097292
https://img3.imonet.ro/X92O/92O00H3VENG/apartament-de-vanzare-2-camere-bucuresti-brancoveanu-76321988_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-X92O000ES?lista=2349706,EUR,63800,2,51.2,1,apartament,buy,Bucuresti,Romania,44.47078241,26.19122529
https://img3.imonet.ro/X801/80100H51ILS/apartament-de-vanzare-3-camere-bucuresti-1-decembrie-1918-76427826_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-X8010002P?lista=2349706,EUR,63500,3,62,1,apartament,buy,Bucuresti,Romania,44.46946815,26.19783638
https://img3.imonet.ro/X78O/78O00H408AB/apartament-de-vanzare-3-camere-bucuresti-berceni-75928798_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X78O0003G?lista=2349706,EUR,62000,3,65,1,apartament,buy,Bucuresti,Romania,44.41946649,26.04629684
https://img3.imonet.ro/X78O/78O00GPH2L0/apartament-de-vanzare-3-camere-bucuresti-alexandru-obregia-70197084_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/alexandru-obregia/apartament-de-vanzare-3-camere-X78O0003T?lista=2349706,EUR,61000,3,64,1,apartament,buy,Bucuresti,Romania,44.39579564,26.05027713
https://img3.imonet.ro/X76B/76B00FJ6SHS/apartament-de-vanzare-3-camere-bucuresti-berceni-64855387_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X76B0008D?lista=2349706,EUR,60000,3,82,1,apartament,buy,Bucuresti,Romania,44.36779,26.03383124
https://img3.imonet.ro/X7AJ/7AJ00H51MEB/apartament-de-vanzare-3-camere-bucuresti-berceni-76421690_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X7AJ000FK?lista=2349706,EUR,60000,3,66,1,apartament,buy,Bucuresti,Romania,44.42079478,26.15160347
https://img3.imonet.ro/X8BV/8BV00GQ5FGQ/apartament-de-vanzare-2-camere-bucuresti-berceni-70479662_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X8BV0004K?lista=2349706,EUR,56000,2,60,1,apartament,buy,Bucuresti,Romania,44.38019284,26.09690555
https://img3.imonet.ro/X4JJ/4JJ10003PRJ/apartament-de-vanzare-2-camere-bucuresti-fundeni-75161750_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/fundeni/apartament-de-vanzare-2-camere-X4JJ1002N?lista=2349706,EUR + VAT,56000,2,50.45,1,apartament,buy,Bucuresti,Romania,44.38824389,26.17926219
https://img3.imonet.ro/X801/80100GVMA19/apartament-de-vanzare-2-camere-bucuresti-1-decembrie-1918-72483412_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X8010008U?lista=2349706,EUR,54000,2,120,1,apartament,buy,Bucuresti,Romania,44.4313768,26.17499666
https://img3.imonet.ro/X8RP/8RP00GNPGUT/apartament-de-vanzare-2-camere-bucuresti-1-decembrie-1918-76320548_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-2-camere-X8RP00009?lista=2349706,EUR,53500,2,53,1,apartament,buy,Bucuresti,Romania,44.49695241,26.16398421
https://img3.imonet.ro/X80U/80U00H4SMCD/apartament-de-vanzare-3-camere-bucuresti-berceni-76319426_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-X80U0000B?lista=2349706,EUR,52000,3,60,1,apartament,buy,Bucuresti,Romania,44.49406552,26.09242164
https://img3.imonet.ro/X78O/78O00H4AGHO/apartament-de-vanzare-2-camere-bucuresti-berceni-76057060_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X78O00043?lista=2349706,EUR,51000,2,50,1,apartament,buy,Bucuresti,Romania,44.41830562,26.06059639
https://img3.imonet.ro/X79O/79O100000K3/apartament-de-vanzare-2-camere-bucuresti-titan-75738130_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-X79O1000L?lista=2349706,EUR,49000,2,51,1,apartament,buy,Bucuresti,Romania,44.45592559,26.05955629
https://img3.imonet.ro/X76B/76B00H0C2VH/apartament-de-vanzare-2-camere-bucuresti-berceni-72826528_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X76B00072?lista=2349706,EUR,47900,2,52,1,apartament,buy,Bucuresti,Romania,44.50007253,26.12281206
https://img3.imonet.ro/X76B/76B00GUK299/apartament-de-vanzare-2-camere-bucuresti-berceni-72012694_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X76B0006E?lista=2349706,EUR,45200,2,50,1,apartament,buy,Bucuresti,Romania,44.44658394,26.17813067
https://img3.imonet.ro/X55I/55I00GV1R9U/apartament-de-vanzare-2-camere-bucuresti-militari-72206722_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X55I000DC?lista=2349706,EUR + VAT,45000,2,62,1,apartament,buy,Bucuresti,Romania,44.4031344,26.06647126
https://img3.imonet.ro/X7S3/7S31000003R/garsoniera-de-vanzare-bucuresti-crangasi-75373896_277x208.jpg,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/crangasi/garsoniera-de-vanzare-X7S31001R?lista=2349706,EUR,45000,1,40,1,apartament,buy,Bucuresti,Romania,44.43885744,26.07238648
https://img3.imonet.ro/X80T/80T00GNMDRQ/apartament-de-vanzare-2-camere-bucuresti-berceni-69403132_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X80T00015?lista=2349706,EUR,44000,2,62,1,apartament,buy,Bucuresti,Romania,44.45067062,25.98897671
https://img3.imonet.ro/X76B/76B00H4AI72/apartament-de-vanzare-2-camere-bucuresti-berceni-76059432_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X76B0005Q?lista=2349706,EUR,43500,2,47,1,apartament,buy,Bucuresti,Romania,44.42164011,26.09685699
https://img3.imonet.ro/X55I/55I00GSDF9C/apartament-de-vanzare-2-camere-bucuresti-militari-71429678_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X55I000NH?lista=2349706,EUR,39000,2,53,1,apartament,buy,Bucuresti,Romania,44.44677887,26.21396956
https://img3.imonet.ro/X76B/76B00GOEOCU/apartament-de-vanzare-2-camere-bucuresti-aparatorii-patriei-69761878_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-2-camere-X76B0007G?lista=2349706,EUR,37900,2,43,1,apartament,buy,Bucuresti,Romania,44.38161349,26.03376041
https://img3.imonet.ro/X76F/76F00H2NMR9/garsoniera-de-vanzare-bucuresti-aparatorii-patriei-74775036_277x208.jpg,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/aparatorii-patriei/garsoniera-de-vanzare-X76F00058?lista=2349706,EUR,34500,1,35,1,apartament,buy,Bucuresti,Romania,44.44892196,26.14200653
https://img3.imonet.ro/X70G/70G00GN2Q75/garsoniera-de-vanzare-bucuresti-universitate-69141954_277x208.jpg,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/universitate/garsoniera-de-vanzare-X70G0001B?lista=2349706,EUR,33000,1,25,1,apartament,buy,Bucuresti,Romania,44.43239547,26.08100867
https://img3.imonet.ro/X3AJ/3AJ10003MGR/apartament-de-vanzare-sau-de-inchiriat-5-camere-bucuresti-herastrau-64232095_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-sau-de-inchiriat-5-camere-X3AJ100KF?lista=2349706,EUR,690000,5,315,1,apartament,buy,Bucuresti,Romania,44.43032123,26.17029522
https://img3.imonet.ro/X2F7/2F71000AH6A/apartament-de-vanzare-3-camere-bucuresti-soseaua-nordului-76508626_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/soseaua-nordului/apartament-de-vanzare-3-camere-X2F710065?lista=2349706,EUR,274000,3,100,1,apartament,buy,Bucuresti,Romania,44.40733661,26.14573962
https://img3.imonet.ro/X3H7/3H710009G2O/apartament-de-vanzare-4-camere-bucuresti-herastrau-69353194_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X3H71003P?lista=2349706,EUR,260000,4,160,1,apartament,buy,Bucuresti,Romania,44.39724908,26.04087709
https://img3.imonet.ro/X3AJ/3AJ10003Q6Q/apartament-de-vanzare-5-camere-bucuresti-eminescu-71833500_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/eminescu/apartament-de-vanzare-5-camere-X3AJ1005J?lista=2349706,EUR,159900,5,145,1,apartament,buy,Bucuresti,Romania,44.45341783,26.03876331
https://img3.imonet.ro/X54F/54F00GELL3F/apartament-de-vanzare-4-camere-bucuresti-mihai-bravu-65914264_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-4-camere-X54F0001N?lista=2349706,EUR,129900,4,102,1,apartament,buy,Bucuresti,Romania,44.4299056,26.07219773
https://img3.imonet.ro/X8BV/8BV00H3IPML/apartament-de-vanzare-3-camere-bucuresti-dristor-75538398_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-3-camere-X8BV0005U?lista=2349706,EUR,122000,3,80,1,apartament,buy,Bucuresti,Romania,44.37372484,26.14074487
https://img3.imonet.ro/X819/81900H42241/apartament-de-vanzare-3-camere-bucuresti-muncii-75937052_277x208.jpg,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/muncii/apartament-de-vanzare-3-camere-X8190001N?lista=2349706,EUR,120000,3,94,1,apartament,buy,Bucuresti,Romania,44.46972761,25.99506733
